TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-02-28,2025-02-28,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,8514.0,8514.0,8423.0,8423.85,8423.0,8529.6,,8424.09,,,1088,9199131.95,83,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,8525.0,8535.0,8425.09,8475.0,8475.0,8551.53,,8475.0,,,312,2643234.73,71,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,8491.0,8524.99,8415.0,8438.45,8423.01,8540.74,,8438.45,,,1752,14817077.0,189,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,8528.99,8528.99,8425.0,8447.64,8450.0,8528.03,,8447.64,,,502,4239070.22,72,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,8533.12,8545.0,8410.01,8428.79,8425.0,8533.12,,8428.79,,,407,3447650.91,48,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,8534.0,8590.0,8450.0,8452.79,8450.0,8534.8,,8451.82,,,494,4198114.59,78,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,8475.0,8545.0,8431.0,8447.94,8450.0,8536.18,,8447.94,,,375,3175753.41,48,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,250,IN0020170059,SGBOCT25,GB,,,,,2.50% GOLDBONDS2025SR-III,8402.0,8435.0,8402.0,8415.75,8435.0,8750.0,,8415.75,,,36,302967.0,5,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,304,IN0020170067,SGBOCT25IV,GB,,,,,2.50% GOLDBONDS2025SR-IV,8520.0,8520.0,8520.0,8520.0,8520.0,8520.0,,8520.0,,,1,8520.0,1,F1,1,,,,,
2025-02-28,2025-02-28,CM,NSE,STK,355,IN0020170075,SGBOCT25V,GB,,,,,2.50% GOLDBONDS2025SR-V,8599.0,8599.0,8450.0,8450.0,8450.0,8300.0,,8450.0,,,6,50998.0,3,F1,1,,,,,
