TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-17,2024-09-17,CM,NSE,STK,2979,INE749B01020,ORTINGLOBE,EQ,,,,,ORTIN GLOBAL LIMITED,22.5,22.65,21.68,22.01,22.07,22.11,,22.0,,,36677,816063.02,271,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,14813,INE102I01027,ADSL,EQ,,,,,ALLIED DIGITAL SERV. LTD,307.75,308.6,295.05,297.85,298.0,306.25,,297.8,,,699367,210607432.8,16784,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,16836,INE033L07GQ0,83TCHF25,N6,,,,,SEC RED NCD 8.30% SR.III,1049.51,1049.51,1049.5,1049.5,1049.5,1054.0,,1049.5,,,100,104950.01,3,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,1964,INE849A01020,TRENT,EQ,,,,,TRENT LTD,7415.0,7508.8,7325.0,7403.45,7400.0,7318.8,,7403.45,,,753643,5574607248.0,86046,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,31262,INE875G01030,NDL,BE,,,,,NANDAN DENIM LIMITED,62.0,65.5,59.5,64.36,63.95,62.64,,64.46,,,2907250,179344364.87,6394,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,18773,INE0QP001012,MARCO,SM,,,,,MARCO CABLE & CONDUCTOR L,67.0,68.95,66.5,67.55,67.35,69.05,,67.55,,,21000,1413300.0,7,F1,3000,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,15161,INE120D01012,HITECHCORP,EQ,,,,,HITECH CORPORATION LTD,225.94,230.0,221.62,222.61,224.8,225.93,,222.65,,,7064,1588540.92,591,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,22710,IN002023Z489,364D130225,TB,,,,,GOI TBILL 364D-13/02/25,96.88,96.88,96.88,96.88,96.88,96.4,,96.88,,,10000,968800.0,2,F1,100,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,31472,INE142K01011,LYPSAGEMS,BE,,,,,LYPSA GEMS & JEWEL LTD,9.4,9.4,9.0,9.4,9.4,8.96,,9.42,,,142163,1330786.05,453,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,2388,INE045B01015,NELCO,EQ,,,,,NELCO LTD,1196.9,1197.0,1141.0,1149.45,1147.95,1189.4,,1149.55,,,85282,99233765.4,4246,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,11230,INE583D07315,1050UCL25,N7,,,,,SEC RED NCD 10.50% SR.III,990.0,990.0,980.18,980.18,980.18,979.13,,981.16,,,12,11791.62,2,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,23117,INE342T07478,10NFL25,N9,,,,,SEC RE NCD 10.00% SR. I,999.0,999.0,990.0,990.0,990.0,999.0,,990.0,,,16,15899.0,4,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,6006,INE377E01016,COASTCORP,EQ,,,,,COASTAL CORPORATION LTD,271.55,275.15,266.25,270.4,268.0,269.55,,270.45,,,21527,5831702.85,1072,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,14681,INE826C01016,GUJAPOLLO,BE,,,,,GUJ. APOLLO IND. LTD.,388.8,388.8,363.05,382.15,385.0,381.55,,381.65,,,20047,7585875.2,265,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,25724,INE895B01021,RUPA,EQ,,,,,RUPA & COMPANY LTD,321.05,321.05,309.75,311.6,311.9,319.35,,311.6,,,229710,71988038.75,9911,F1,1,,,,,
2024-09-17,2024-09-17,CM,NSE,STK,7915,INE158B01016,EIMCOELECO,BE,,,,,EIMCO ELECON (INDIA) LTD,2887.0,2887.0,2800.0,2827.0,2836.0,2879.2,,2827.75,,,4121,11643910.1,407,F1,1,,,,,
