TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-07-19,2024-07-19,CM,NSE,STK,6733,INE749A01030,JINDALSTEL,EQ,,,,,JINDAL STEEL & POWER LTD,984.95,987.5,944.45,946.35,945.5,989.95,,946.35,,,2974059,2854757633.55,88982,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,9641,INE060B01014,KHANDSE,EQ,,,,,KHANDWALA SECURITIES LTD,28.75,28.75,27.2,27.63,27.51,29.1,,27.64,,,20756,576067.82,592,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,11214,INE781B01015,NOIDATOLL,BE,,,,,NOIDA TOLL BRIDGE CO LTD,12.95,12.95,12.05,12.22,12.2,12.5,,12.22,,,226503,2779867.03,252,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,8961,INE123C01018,TAINWALCHM,BE,,,,,TAINWALA CHEMICAL AND PLA,198.1,198.1,188.19,194.09,194.99,198.1,,194.09,,,5373,1035745.09,64,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,2666,INE709Z01015,VERA,SM,,,,,VERA SYNTHETIC LIMITED,55.1,62.5,55.0,62.5,62.5,56.85,,62.5,,,12000,727650.0,3,F1,1500,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,3002,INE066O01014,WONDERLA,EQ,,,,,WONDERLA HOLIDAYS LTD.,900.85,906.0,885.0,893.25,896.0,894.25,,893.2,,,42661,38249374.05,9247,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,2191,INE854S01022,GENCON,BE,,,,,GENERIC ENG CONS PROJ LTD,54.0,57.0,52.82,54.12,54.42,55.61,,54.3,,,229393,12273416.27,622,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,1235,INE224A01026,GREAVESCOT,EQ,,,,,GREAVES COTTON LTD.,158.0,160.97,152.0,153.55,154.2,158.89,,153.56,,,3202432,498379073.66,33118,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,11596,INE405C01035,LINCOLN,EQ,,,,,LINCOLN PHARMA LTD,638.5,638.5,616.85,628.8,628.0,633.6,,628.8,,,47197,29480274.3,6171,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,7165,INE287C01037,MICEL,BE,,,,,MIC ELECTRONICS LTD,91.85,91.85,87.82,87.82,87.82,92.45,,87.74,,,510237,45024441.2,5565,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,23370,INE0S2E01016,VISHWAS,SM,,,,,VISHWAS AGRI SEEDS LTD,73.2,73.85,71.55,73.85,73.85,74.8,,73.85,,,17600,1281520.0,11,F1,1600,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,5097,INE758T01015,ZOMATO,EQ,,,,,ZOMATO LIMITED,217.99,220.49,213.67,218.89,220.05,220.62,,218.89,,,39257871,8522944421.91,277803,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,7900.0,8042.19,7900.0,7900.0,7900.0,7830.0,,7900.05,,,59,467992.2,14,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,7145,INE463V01026,ANANDRATHI,EQ,,,,,ANAND RATHI WEALTH LTD,3820.0,3855.0,3777.15,3813.8,3819.0,3864.65,,3813.45,,,49224,187198138.05,5041,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,5449,INE488A01050,CHEMPLASTS,EQ,,,,,CHEMPLAST SANMAR LIMITED,532.0,532.5,500.35,503.8,502.0,532.35,,503.8,,,207840,106573459.05,12656,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,24532,INE816B01035,FILATEX,EQ,,,,,FILATEX INDIA LTD,57.55,57.55,54.5,54.9,55.45,57.65,,54.9,,,1442112,80627221.66,11318,F1,1,,,,,
2024-07-19,2024-07-19,CM,NSE,STK,10931,IN0020220086,736GS2052,GS,,,,,GOI LOAN  7.36% 2052,105.2,105.6,105.2,105.6,105.6,105.51,,105.6,,,32,3372.8,2,F1,1,,,,,
