TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-10-03,2024-10-03,CM,NSE,STK,13120,INE236G01019,TVSELECT,BE,,,,,TVS ELECTRONICS LTD,392.0,409.9,392.0,408.75,404.0,407.85,,408.4,,,17083,6909303.85,652,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,25080,INF769K01LX9,MULTICAP,EQ,,,,,MIRAEAMC - MULTICAP,16.84,17.0,16.5,16.6,16.6,16.94,,16.6,,,463338,7724359.1,2319,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,5313,INE583D01011,UGROCAP,EQ,,,,,UGRO CAPITAL LIMITED,252.4,253.2,243.15,245.35,245.95,254.4,,245.25,,,164057,40556971.9,3042,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,19279,INE121N01019,THEJO,EQ,,,,,THEJO ENGINEERING LIMITED,2586.0,2610.0,2551.6,2565.15,2551.6,2600.65,,2565.15,,,5070,13078835.5,712,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,17534,INE002S01010,MGL,EQ,,,,,MAHANAGAR GAS LTD.,1899.1,1958.0,1877.0,1946.75,1935.7,1915.2,,1946.75,,,885783,1716994219.85,44955,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,18944,INE473D01015,KINGFA,EQ,,,,,KINGFA SCI & TEC IND LTD.,3308.95,3365.0,3218.45,3241.35,3250.0,3309.5,,3241.5,,,7134,23520126.95,1243,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,8035.0,8100.0,8002.0,8060.8,8060.0,7993.46,,8060.8,,,219,1762829.66,48,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,11619,INE973A01010,GOLDENTOBC,BZ,,,,,GOLDEN TOBACCO LIMITED,41.52,43.0,41.12,41.15,41.15,41.52,,41.15,,,3942,162864.32,34,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,8797,INE426Z01016,OBCL,EQ,,,,,ORISSA BENGAL CARRIER LTD,57.12,58.79,56.01,56.63,56.75,57.12,,56.64,,,70080,4020569.19,1033,F1,1,,,,,
2024-10-03,2024-10-03,CM,NSE,STK,8961,INE123C01018,TAINWALCHM,BE,,,,,TAINWALA CHEMICAL AND PLA,219.0,222.0,212.36,213.44,212.36,223.54,,213.62,,,2992,641781.38,53,F1,1,,,,,
